CaseID,Weight,AttentionToPolitics,StateOfRegistration,VoteInPrimary,HopefulAboutUS,AfraidAboutUS,OutragedAboutUS,AngryAboutUS,HappyAboutUS,WorriedAboutUS,ProudAboutUS,IrritatedAboutUS,NervousAboutUS,PresApproval,BidenTherm,TrumpTherm,DemPartyTherm,GOPPartyTherm,SCOTUSTherm,RConservatism,BidenConservatism,TrumpConservatism,SCOTUSAbortionUpset,GeerVCTYear,GeerLookup,HowManyChildren,RHHLaborUnion,RFemale,RLatino,RAge,REducation
228617,0.669027889,2,37,0,1,5,4,4,1,5,1,5,5,4,70,0,60,40,50,4,4,4,4,1970,NA,0,1,1,0,63,3
228624,0.739131672,1,47,1,1,3,3,4,1,3,1,3,3,4,85,0,70,15,30,3,2,7,4,1960,NA,0,0,1,0,43,4
228648,0.760072122,2,29,1,3,3,3,3,2,3,3,5,3,1,30,85,30,85,70,6,2,6,4,1950,NA,0,0,1,0,53,3
228662,0.338345452,2,48,0,2,4,5,5,1,5,3,5,5,2,15,70,15,70,100,6,1,5,4,2019,NA,0,0,1,0,64,5
228679,NA,4,20,0,3,1,3,2,2,5,2,3,1,2,0,85,0,100,-6,6,1,6,NA,NA,NA,0,0,1,0,NA,2
228686,0.567168058,2,48,1,2,3,2,3,1,3,2,3,3,3,50,50,50,45,60,3,4,6,6,1900,NA,1,0,0,1,NA,3
228693,2.365737276,4,20,0,3,4,3,3,3,3,3,3,3,1,0,100,15,90,85,6,2,5,4,1993,NA,0,1,0,0,56,2
228709,1.092489376,1,6,1,3,3,5,5,1,4,1,4,4,4,70,0,70,5,20,1,4,7,7,1940,NA,2,0,0,0,41,5
228716,0.617268051,1,4,1,5,3,5,5,3,5,4,5,3,1,0,100,0,40,40,6,1,5,1,1950,NA,0,0,0,0,35,5
228723,1.181565862,2,NA,0,3,3,5,3,1,5,1,3,3,4,60,0,50,50,85,NA,2,6,7,1955,NA,0,0,0,0,78,1
228730,2.609775411,2,26,0,2,4,4,4,2,2,2,4,4,4,100,0,70,15,50,4,2,7,4,1963,NA,0,0,0,0,54,2
228747,0.53381005,2,28,1,4,5,5,5,1,5,1,5,5,4,85,0,80,30,70,NA,3,7,4,1999,NA,2,0,0,0,65,3
228754,0.669780582,4,17,0,3,4,4,4,3,4,2,5,4,1,30,85,15,85,30,6,2,6,6,1850,NA,2,0,1,0,36,3
228761,0.924925314,1,53,1,3,2,2,4,3,4,3,4,4,1,45,70,30,80,85,6,2,7,4,1973,NA,0,0,0,0,59,4
228785,1.555364423,2,26,1,5,1,1,1,5,1,5,1,1,1,0,100,0,100,67,7,1,6,1,1900,NA,0,0,0,0,61,3
228792,0.963689028,2,22,1,1,4,4,3,2,3,1,2,1,4,85,15,85,30,60,2,2,7,4,1900,NA,2,0,1,0,39,3
228808,0.576131557,3,NA,0,2,3,2,3,3,4,3,4,4,1,40,70,40,85,50,4,1,6,4,NA,NA,2,0,1,0,33,4
228815,0.710473633,1,6,1,1,5,5,5,1,5,1,5,5,4,75,0,90,0,15,3,4,7,7,1960,NA,0,0,1,0,43,4
228822,0.743645653,4,NA,0,2,1,4,2,2,3,1,4,1,4,60,0,40,15,60,3,3,4,4,1900,NA,0,0,0,0,27,4
228839,4.529394272,1,1,1,2,5,5,5,1,5,1,5,5,4,100,0,100,0,50,1,1,1,4,1985,NA,1,0,1,0,34,2
228853,0.752662766,1,26,1,5,1,2,4,4,3,4,2,3,1,0,100,0,100,95,6,1,6,4,1877,NA,0,0,1,0,73,4
228860,NA,2,17,0,1,3,4,4,1,4,1,4,4,4,100,0,70,60,-6,3,3,5,7,1886,NA,0,0,0,0,34,3
228877,0.986049343,4,26,0,4,3,4,3,4,2,4,2,2,1,0,100,0,85,70,4,1,7,1,1978,NA,0,0,0,0,60,2
228884,0.860626453,4,51,1,2,4,5,5,1,4,1,5,4,2,30,NA,15,70,85,4,1,5,4,1975,NA,1,0,0,0,50,3
228907,0.547437255,2,48,1,1,5,5,5,1,5,1,5,5,4,60,0,40,0,40,4,4,7,7,NA,NA,0,0,1,0,NA,NA
228914,1.348858679,4,53,0,3,2,2,2,2,3,2,2,2,1,30,85,30,60,60,3,1,3,3,1972,NA,1,0,0,0,48,2
228921,0.774786853,2,20,1,4,2,3,3,4,2,3,3,4,1,13,100,1,90,90,6,1,6,7,1939,NA,0,0,0,0,71,3
228938,NA,3,4,0,3,4,3,3,2,4,2,3,3,4,70,0,100,40,-6,NA,5,4,4,NA,NA,2,0,1,1,23,3
228945,0.357294963,2,55,1,4,2,4,3,3,2,3,4,4,1,0,70,0,60,50,6,2,6,6,1970,NA,0,0,0,0,33,4
228969,0.716436633,2,37,0,1,5,5,5,1,5,1,5,5,4,100,0,85,0,40,2,2,7,7,1959,NA,1,0,1,0,65,3
228983,2.339934724,4,28,0,2,5,2,1,2,5,2,2,5,2,0,60,30,70,60,7,2,5,3,1982,NA,0,0,1,0,22,4
228990,0.658262102,2,42,1,4,3,2,2,2,3,3,3,3,4,85,50,87,15,78,4,6,3,5,1895,NA,0,0,0,0,54,5
229016,0.822633314,2,13,1,4,2,4,4,3,4,4,2,2,1,15,100,15,70,70,6,2,6,1,1970,NA,0,0,1,0,NA,3
229030,0.99645176,3,24,1,1,5,3,3,1,5,1,3,5,4,100,0,85,50,100,4,4,NA,7,1960,NA,0,1,1,0,51,5
229047,0.440790229,2,17,0,4,1,2,2,3,1,4,3,1,1,0,100,0,85,15,6,2,6,4,1960,NA,0,0,0,0,52,3
229054,0.983873512,1,19,0,4,NA,NA,NA,1,NA,NA,NA,1,NA,0,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
229061,1.105718036,2,6,1,1,5,5,5,1,5,1,5,5,4,85,0,50,0,40,3,4,7,7,NA,NA,0,0,1,0,64,5
229078,0.753569071,2,12,0,2,3,5,4,1,4,1,4,4,4,85,0,70,40,85,3,2,5,6,1962,NA,0,0,1,1,55,5
229085,0.707784397,2,51,1,1,5,5,5,1,5,1,5,5,4,100,0,100,0,40,1,2,6,7,1956,NA,1,0,1,0,41,4
229092,1.010565803,4,NA,0,4,1,1,1,4,1,1,1,1,1,0,85,30,100,50,6,1,6,4,1995,NA,1,0,0,0,37,2
229115,0.652947685,3,13,1,1,2,5,5,1,2,1,5,3,4,70,0,70,40,85,4,3,6,3,2017,NA,4,0,1,0,43,4
229139,0.546310129,1,29,1,4,3,5,4,1,4,5,1,1,1,0,100,15,60,60,6,1,6,4,1982,NA,0,0,0,0,76,5
229146,NA,2,42,0,3,4,5,5,1,4,2,5,3,1,15,70,15,60,-6,6,2,6,6,1920,NA,0,0,0,0,72,5
229153,NA,2,42,0,3,2,3,3,1,3,1,3,2,2,0,70,0,70,-7,7,1,7,4,1990,NA,2,0,0,0,37,3
229160,1.953365447,1,NA,0,1,4,4,5,1,5,1,5,4,4,NA,NA,30,0,70,4,6,1,4,1980,NA,0,0,0,0,59,1
229177,0.400988938,2,48,0,2,3,4,3,2,4,2,4,3,4,85,0,100,0,50,NA,2,6,4,1862,NA,2,0,1,1,50,3
229184,2.554159402,1,12,1,4,3,4,4,4,4,4,3,2,1,0,100,0,100,100,7,1,5,4,1965,NA,0,0,0,0,57,2
229207,0.871996924,1,6,1,2,3,5,4,1,4,1,5,5,4,70,0,60,0,40,1,4,7,7,1920,NA,0,0,1,0,44,3
229221,NA,2,25,1,2,5,5,5,1,5,1,5,5,4,60,0,60,0,-6,1,3,6,7,1987,NA,2,1,1,0,38,5
229238,0.311634264,2,26,0,3,2,3,3,2,2,3,4,2,2,0,75,0,70,50,6,2,7,4,1945,NA,0,0,0,0,39,5
229245,1.99311746,5,25,1,4,4,3,3,3,4,3,3,4,4,100,0,100,0,50,2,1,7,4,1992,NA,0,0,0,0,28,4
229269,0.490939033,2,48,0,3,2,4,2,3,1,3,4,2,1,35,75,15,40,65,4,2,6,4,NA,NA,2,0,0,1,42,3
229276,1.104484325,2,33,0,4,3,3,3,4,3,5,5,1,1,0,85,0,70,70,NA,1,6,4,NA,NA,0,0,0,0,63,2
229283,0.362903797,2,36,0,3,5,5,5,1,5,1,5,5,4,NA,0,85,0,NA,2,3,7,7,1980,NA,0,0,1,0,77,5
229290,2.18992566,4,NA,0,3,1,2,1,1,1,3,2,1,2,30,70,15,60,50,NA,4,4,4,1986,NA,0,0,0,0,59,2
229306,1.158492603,1,48,0,4,3,3,3,4,3,4,3,3,1,0,100,0,70,85,6,1,6,1,1935,NA,0,0,1,1,64,4
229313,0.834760534,3,33,1,1,5,5,5,1,5,2,5,5,4,50,0,30,60,50,NA,4,4,6,1925,NA,0,0,1,0,75,2
229337,0.428541165,2,17,1,1,5,5,5,1,5,1,5,5,4,85,0,85,0,15,2,3,7,7,NA,NA,0,1,0,0,60,3
229368,2.70285181,2,32,1,3,5,4,5,1,4,2,4,4,4,75,50,70,40,70,3,3,3,6,2010,NA,0,0,0,1,25,2
229382,1.209028282,3,29,0,4,3,2,2,3,3,4,3,3,1,0,100,15,85,70,6,2,7,4,NA,NA,0,0,1,0,75,2
229399,0.493917411,2,6,1,4,2,5,3,3,2,3,1,1,1,15,90,0,65,50,6,2,6,3,1960,NA,0,0,0,1,27,3
229405,2.137647833,1,48,0,3,3,3,2,3,4,2,4,3,1,0,85,0,50,80,6,1,4,1,1970,NA,4,0,0,1,NA,4
229412,0.591046902,2,42,1,1,4,4,4,1,5,3,5,5,2,0,95,0,100,10,7,1,7,4,1980,NA,2,0,1,0,37,4
229429,1.490682912,4,NA,0,2,3,2,3,2,3,1,2,3,1,0,70,60,40,70,NA,4,2,4,1973,NA,3,0,1,0,25,3
229436,0.451747163,2,33,1,3,4,3,4,2,3,3,4,4,2,40,80,40,70,85,6,2,6,7,1972,NA,0,0,1,0,66,3
229443,0.349398141,2,45,1,3,5,5,5,1,5,1,5,5,4,100,0,85,40,50,4,4,7,7,1963,NA,0,0,0,0,64,3
229450,1.232210305,1,26,1,1,5,5,5,1,5,1,5,5,4,100,0,100,0,30,NA,4,7,7,NA,NA,0,0,1,0,60,2
229467,0.998557921,3,54,0,3,1,5,4,2,5,3,5,4,3,40,40,15,15,50,4,2,7,7,NA,NA,2,1,1,0,26,4
229474,0.510753566,2,51,1,2,4,5,5,1,4,2,5,5,4,NA,NA,NA,NA,40,4,4,7,7,2008,NA,0,0,1,0,69,4
229481,2.009532346,3,51,0,3,2,2,3,4,3,4,2,2,3,60,49,55,55,55,4,2,6,5,1993,NA,4,0,0,1,21,NA
229498,0.29627736,2,5,1,2,5,4,4,1,5,2,5,4,2,50,60,30,60,70,6,2,7,2,NA,NA,0,0,1,0,67,4
229542,1.225904502,1,12,1,1,3,5,5,1,3,1,4,3,4,40,5,45,0,30,1,4,6,6,1900,NA,1,0,0,0,23,4
229559,0.568096731,1,27,0,3,3,4,4,3,3,5,5,3,1,0,100,30,70,70,6,1,6,2,1952,NA,0,0,0,0,62,3
229566,0.345017263,4,12,0,2,5,4,3,2,4,2,4,4,2,50,60,40,60,60,7,2,6,1,1963,NA,0,0,1,0,63,5
229573,1.080049111,2,22,1,1,5,5,5,1,5,1,5,4,4,70,0,70,0,40,5,6,1,4,1997,NA,0,0,1,0,39,3
229597,0.721030834,3,12,0,3,1,1,1,3,2,2,2,2,1,15,85,15,85,100,5,2,6,4,NA,NA,0,0,0,0,80,4
229603,NA,4,NA,0,3,3,3,3,3,3,3,3,4,4,20,60,45,75,-6,5,2,6,2,1952,NA,0,0,0,0,23,4
229610,1.295955462,1,46,1,3,4,5,4,2,4,3,4,4,2,NA,NA,85,60,60,4,4,2,1,1998,NA,0,0,1,0,72,1
229627,1.712446005,1,12,1,1,1,5,5,2,5,1,1,1,1,0,100,0,85,75,7,2,5,1,2018,NA,0,0,1,0,51,4
229634,0.686265212,2,6,1,3,4,5,5,1,5,1,5,5,4,70,0,70,0,40,4,3,6,7,1965,NA,0,0,1,0,62,4
229641,1.342481112,1,47,0,3,4,4,4,2,4,3,3,4,1,30,85,15,70,60,6,3,6,4,1995,NA,0,0,0,0,49,3
229658,0.962105935,3,5,1,4,4,3,4,1,4,1,3,4,1,15,100,15,70,60,6,1,6,4,1980,NA,0,0,0,0,64,3
229665,2.73344054,5,NA,0,3,3,3,3,3,3,3,3,3,2,50,70,70,60,80,NA,5,4,4,2001,NA,1,0,1,0,50,2
229672,1.819800431,4,51,1,2,3,3,3,2,3,3,3,4,1,0,100,0,100,50,NA,1,7,4,1800,NA,2,0,1,0,39,1
229689,1.648329728,4,6,0,3,1,1,1,2,1,2,1,1,3,50,60,50,50,100,4,6,7,4,1952,NA,1,0,1,1,46,5
229696,1.095382218,4,NA,0,2,4,5,3,2,4,2,5,4,2,50,60,50,50,50,4,2,5,7,1960,NA,2,0,0,0,34,5
229719,1.035046596,4,20,0,1,5,4,4,1,3,1,5,5,4,0,40,15,60,50,NA,1,4,4,NA,NA,0,0,1,0,54,3
229726,0.755654642,2,34,0,1,4,5,4,1,5,3,4,5,4,100,0,50,50,30,4,4,1,6,1977,NA,0,0,1,0,61,3
229733,1.3605947,2,54,1,3,2,3,3,2,2,1,4,3,1,0,100,0,80,100,7,2,6,1,1972,NA,0,0,1,0,64,2
229740,0.496295557,2,17,1,1,4,1,3,1,2,2,4,5,1,NA,85,15,70,9,4,1,5,7,1985,NA,0,0,0,0,62,2
229757,1.49831231,3,48,1,4,2,3,3,3,2,3,3,2,4,60,15,40,40,50,4,3,6,7,1970,NA,0,0,0,0,35,4
229764,0.27213253,4,26,1,1,5,5,5,1,5,1,5,5,4,85,0,70,0,60,2,2,2,7,NA,NA,2,0,1,0,43,3
229771,0.929542151,4,20,0,3,5,4,3,2,4,1,3,4,1,0,85,25,75,50,4,1,6,4,2000,NA,0,0,1,0,58,4
229788,0.362881707,1,29,0,2,5,5,5,1,5,1,5,5,4,70,15,85,0,40,2,2,7,6,1960,NA,0,0,0,0,68,3
229818,0.296793495,2,18,0,2,4,5,4,1,5,2,5,4,4,85,0,85,15,40,5,4,7,7,1970,NA,0,0,1,0,78,3
229825,1.060168827,4,NA,0,3,3,3,3,2,2,2,3,2,1,0,85,0,85,40,6,1,5,2,NA,NA,0,0,0,0,48,3
229832,0.812097716,2,39,1,1,5,4,5,1,5,1,5,4,4,85,0,70,60,60,4,2,7,6,1835,NA,0,0,0,0,80,5
229849,1.381619608,1,25,1,2,2,1,2,2,4,2,4,2,4,60,0,60,40,50,5,3,7,7,NA,NA,1,0,1,0,46,4
229856,0.500132982,2,18,1,2,3,4,4,1,5,1,5,4,4,70,0,70,15,30,3,3,7,4,1900,NA,0,0,0,0,71,4
229863,1.720040441,2,18,1,4,4,3,3,1,4,1,4,5,4,70,15,60,15,70,5,3,6,4,1974,NA,0,0,0,0,64,1
229870,1.755251652,3,6,0,1,5,5,5,1,5,1,5,5,4,40,15,60,40,50,2,2,6,7,2002,NA,3,0,1,0,23,4
229887,3.795933114,4,42,0,2,5,3,5,1,4,2,5,5,4,0,0,0,0,50,NA,4,4,4,1896,2,0,0,1,0,44,2
229894,1.111644383,2,16,1,4,3,3,3,3,3,3,3,3,1,0,100,0,100,60,6,1,6,1,1970,NA,1,0,1,0,50,4
229917,0.922324098,3,42,0,1,5,5,5,1,5,1,5,5,4,60,15,15,0,50,5,2,7,7,1995,NA,3,1,0,0,27,3
229924,0.674205193,2,47,0,4,3,1,1,4,3,4,2,3,1,0,100,0,100,70,6,2,6,2,NA,NA,0,0,1,0,54,5
229931,1.201074191,4,NA,0,2,5,5,5,1,4,1,5,5,4,50,0,0,0,70,NA,4,4,7,1856,NA,2,0,0,0,45,3
229955,0.570142669,3,20,0,3,2,2,1,3,3,2,3,2,2,30,70,15,60,70,5,3,5,4,1992,NA,0,0,1,0,68,5
229962,2.694712896,5,39,0,4,3,3,2,3,2,2,3,3,1,15,100,70,70,50,1,1,1,1,1997,NA,0,0,1,0,23,2
229979,2.066121533,2,16,0,4,1,3,3,2,2,4,1,3,4,90,0,75,20,80,2,3,7,5,1950,NA,0,0,0,0,23,4
229986,0.257916014,2,26,1,3,4,4,4,3,4,3,3,3,4,NA,30,50,50,40,4,4,2,4,1963,NA,0,0,1,0,77,1
229993,0.382246106,1,48,1,4,1,5,5,1,1,1,5,2,4,100,NA,100,0,70,2,2,7,7,2001,NA,0,0,1,0,72,5
230023,NA,2,47,0,5,4,5,4,4,4,4,4,4,1,0,100,0,70,-6,7,1,6,4,1996,NA,0,0,1,0,71,3
230030,0.606786011,2,28,1,4,3,4,4,3,4,4,4,4,1,15,70,0,60,60,7,2,4,1,2010,NA,0,0,0,0,71,4
230047,0.934541369,2,6,1,3,2,4,3,3,3,4,3,3,1,15,85,15,70,70,7,2,6,2,1980,NA,0,0,1,0,56,4
230054,0.627815642,2,39,1,5,1,1,2,3,2,5,4,1,1,0,100,0,100,0,7,7,7,NA,NA,NA,4,0,1,0,NA,3
230061,0.353715901,1,55,1,2,2,5,2,3,3,1,4,4,1,0,85,0,15,50,NA,1,5,1,NA,NA,2,0,0,0,NA,NA
230078,0.573948141,2,21,1,4,3,3,4,3,3,3,3,4,1,0,100,15,85,100,4,1,6,7,1950,NA,0,1,0,0,62,2
230092,1.605967683,3,39,1,1,3,3,3,1,4,1,4,4,4,50,15,50,50,40,4,2,5,7,1995,NA,0,0,0,0,35,3
230108,1.407624916,2,40,1,2,4,2,4,1,2,1,4,4,4,100,0,85,0,30,1,1,2,4,1950,NA,1,0,1,0,70,2
230115,0.726495364,2,55,1,3,4,4,4,3,4,3,5,4,1,0,85,0,85,60,4,1,6,1,1980,NA,2,0,1,0,29,3
230146,1.280344652,4,17,0,1,3,5,5,2,4,2,4,4,1,15,100,40,60,50,NA,7,4,4,1900,NA,0,0,1,0,71,2
230153,1.594147206,5,22,0,5,3,1,1,3,2,4,1,2,1,0,100,50,50,50,NA,2,4,4,1920,NA,2,0,0,0,36,2
230177,0.319357101,2,36,0,5,1,1,1,5,1,5,1,1,1,15,85,50,70,75,6,2,6,4,NA,NA,0,0,0,0,66,4
230184,0.639234743,1,13,1,1,4,5,4,2,4,1,4,5,4,86,0,86,0,85,3,3,7,7,2020,NA,0,0,1,0,58,5
230191,0.585209246,1,16,1,1,3,4,4,3,4,3,4,3,4,85,15,70,30,65,3,3,7,7,2012,NA,0,1,1,1,71,4
230214,3.476819563,1,48,0,2,5,1,5,1,5,5,5,5,3,100,0,100,100,100,1,1,1,1,2017,NA,0,0,1,0,42,1
230238,0.736003834,1,6,1,4,4,4,4,1,4,2,4,4,1,15,100,0,85,85,7,1,7,1,1950,NA,0,0,1,0,77,3
230269,0.717936531,2,37,0,1,3,5,5,1,5,1,5,4,2,0,60,15,60,50,4,2,5,6,2015,NA,2,0,1,0,43,4
230276,1.765951103,2,26,1,3,2,1,2,4,3,4,2,2,2,40,60,60,50,50,4,2,6,4,1950,NA,0,0,1,0,59,1
230283,0.657796184,4,37,0,2,4,2,4,2,4,1,4,4,4,70,15,70,50,50,4,2,6,4,2000,NA,1,0,1,0,32,5
230306,0.380363656,3,12,0,3,2,2,3,3,2,3,3,2,1,15,70,15,50,70,6,1,4,4,1967,NA,0,0,1,0,66,3
230320,NA,2,24,1,3,2,2,1,3,3,2,3,2,2,25,65,40,60,-6,5,1,7,4,1900,NA,0,0,0,0,61,3
230337,1.747199551,2,6,1,3,2,3,3,3,2,3,2,3,1,40,60,50,50,100,5,2,6,6,NA,NA,0,0,1,0,80,2
230351,0.548431448,2,34,1,2,4,3,3,1,4,1,5,5,4,90,0,80,10,80,3,2,7,7,1992,NA,2,0,0,0,42,4
230375,0.719940395,1,11,1,3,5,4,4,1,4,1,4,5,4,100,0,70,0,40,2,3,6,7,1825,NA,0,1,0,0,80,5
230382,0.352775012,2,45,1,1,5,5,5,1,5,1,5,5,4,100,0,80,40,100,4,4,5,7,1950,NA,0,0,1,0,43,4
230399,0.485503324,2,29,1,2,NA,2,2,1,2,2,2,3,4,85,0,100,30,50,3,3,1,6,1900,NA,0,1,0,0,72,3
230405,1.400556085,2,25,1,2,4,4,2,1,4,2,4,4,4,70,0,60,15,60,2,3,7,6,1962,NA,0,0,0,0,80,5
230436,0.665909757,3,49,1,2,4,3,3,2,4,1,4,4,4,40,15,15,30,70,4,2,7,1,1950,NA,4,0,1,0,35,4
230443,0.732204444,3,6,0,2,4,2,3,2,4,2,4,3,2,0,85,15,60,50,5,1,6,4,1950,NA,0,1,0,0,52,5
230467,0.602509159,1,6,1,3,3,3,3,3,3,2,3,3,2,50,70,70,NA,100,4,2,7,7,1947,NA,0,0,0,0,73,4
230474,0.917583593,2,11,0,2,5,5,5,1,5,1,5,5,4,85,0,70,15,40,3,3,5,7,1960,NA,1,0,1,0,55,5
230498,0.355270585,3,21,0,3,2,4,2,2,3,1,2,3,4,40,15,30,50,50,4,4,4,4,1970,NA,0,0,1,0,35,4
230504,0.682082695,3,13,0,4,4,3,2,4,2,4,3,3,1,15,100,50,100,85,NA,1,7,4,2000,NA,1,1,1,0,59,2
230511,NA,3,31,0,3,5,3,5,4,2,2,2,4,3,50,0,50,50,-7,3,4,7,7,1917,NA,2,0,0,1,55,1
230528,1.029847868,3,9,0,1,5,5,5,1,5,1,5,5,4,60,0,60,15,60,2,2,5,7,1978,NA,0,0,1,0,38,4
230535,0.691054999,3,29,0,3,3,3,4,3,3,2,3,3,4,85,15,70,40,60,3,4,7,6,2010,NA,1,0,1,0,51,4
230542,1.217831623,2,42,0,1,5,5,5,1,5,1,5,5,4,100,0,100,40,85,1,7,1,7,NA,NA,4,0,1,0,69,3
230566,1.024897051,3,48,1,4,3,1,1,3,2,4,1,3,1,0,100,0,100,85,6,1,7,4,1992,NA,0,0,1,0,33,5
230580,1.378448842,1,42,1,4,3,3,3,4,3,4,4,4,1,0,100,0,85,50,7,1,7,1,1998,NA,0,0,1,0,74,2
230634,0.715106515,3,48,1,3,2,2,3,3,2,3,3,1,1,0,75,0,95,50,6,2,6,1,1976,NA,0,0,1,0,32,3
230641,0.755751488,1,53,1,5,4,4,4,3,4,3,4,4,1,0,85,0,70,60,4,5,5,4,NA,NA,0,0,1,0,79,3
230658,1.371264384,1,12,1,1,5,5,4,1,5,1,5,4,4,70,0,100,40,85,4,3,7,7,1943,NA,0,0,0,1,76,5
230665,0.310742966,2,18,1,4,3,5,4,3,4,3,4,4,1,0,90,0,75,66,6,2,6,1,1970,NA,0,0,1,0,70,3
230672,0.367949317,2,40,1,2,3,3,3,2,4,2,3,3,4,85,0,70,40,85,2,2,7,7,1860,NA,0,0,1,0,62,5
230689,1.499187506,1,29,0,1,4,3,3,1,4,1,5,4,4,70,0,60,15,50,NA,7,6,2,1987,NA,0,0,0,0,60,2
230702,1.190531625,5,NA,0,3,1,3,3,3,3,1,3,1,3,50,50,50,50,45,NA,4,4,4,1988,NA,0,0,0,0,35,2
230726,0.317506031,3,40,1,2,4,4,4,2,4,1,5,4,4,85,30,60,60,50,4,4,1,5,1945,NA,2,0,1,0,40,3
230740,0.705730953,2,53,0,2,5,4,3,3,5,2,3,5,4,70,0,50,30,60,2,3,7,7,2000,NA,0,0,1,0,80,5
230757,0.352858588,2,39,0,3,4,3,3,2,4,5,4,4,1,NA,70,40,70,60,4,4,1,1,1988,NA,1,0,1,0,40,3
230771,NA,4,NA,0,4,3,4,3,3,3,3,4,4,1,0,90,55,70,-6,NA,2,6,NA,NA,NA,0,0,0,0,25,2
230788,0.66547969,2,13,1,3,3,3,3,3,3,4,3,3,1,35,80,15,80,40,5,5,5,4,1977,NA,2,0,1,0,43,4
230795,1.411273583,3,34,0,3,3,2,2,3,3,2,3,2,2,50,50,30,60,70,4,6,2,6,1970,NA,0,0,0,0,59,4
230801,NA,4,12,0,1,3,2,3,1,3,1,2,3,4,70,15,85,50,-6,NA,4,4,7,NA,NA,0,0,1,0,57,3
230825,1.111224437,1,39,0,1,4,4,4,1,2,1,3,3,4,NA,NA,NA,NA,100,5,6,1,6,1953,NA,0,0,0,0,80,4
230832,1.196473758,4,4,0,3,3,4,4,3,4,3,3,3,3,50,50,30,30,85,3,3,3,4,1990,NA,0,0,1,0,80,2
230849,0.296109857,4,48,1,4,4,4,4,3,4,3,3,3,4,70,50,85,15,85,6,6,1,7,NA,NA,0,0,1,1,70,5
230870,0.810908054,1,25,1,1,5,5,5,1,5,1,5,5,4,100,0,85,0,50,2,3,7,7,1974,NA,0,1,0,0,38,5
230887,0.220371149,1,17,1,5,4,1,1,4,3,5,1,3,1,0,100,0,60,70,6,1,6,1,1960,NA,0,0,0,0,73,4
230894,1.618275624,2,25,1,2,3,5,4,2,4,2,5,5,4,85,0,70,15,70,2,2,6,7,NA,NA,0,0,0,0,47,4
230900,0.679788966,3,53,0,3,2,3,3,3,3,3,4,3,2,70,70,65,75,70,3,4,6,4,1930,NA,0,0,0,0,37,3
230917,1.091294419,1,42,1,4,2,3,1,1,4,5,3,2,1,0,100,60,60,90,NA,4,6,4,1982,NA,2,1,0,0,48,2
230924,0.780921359,3,48,1,5,2,1,2,3,3,2,3,2,1,0,100,0,95,40,5,1,6,7,2010,NA,2,0,1,0,33,3
230931,0.532848129,1,17,0,2,3,4,4,3,3,2,4,3,1,0,85,0,70,70,NA,2,6,4,1975,NA,0,0,0,0,65,3
230955,0.456753773,2,8,0,1,2,2,2,1,3,1,2,2,4,70,0,40,60,70,5,2,7,1,2015,NA,0,0,1,0,60,5
230962,0.644097805,2,48,1,1,3,3,3,1,3,1,3,3,4,100,0,85,0,85,4,4,6,7,1980,NA,0,0,1,1,67,3
230979,0.59654379,3,55,0,3,5,3,3,3,5,3,3,5,2,70,50,50,50,60,4,4,4,4,1896,1,3,0,0,1,NA,3
230986,0.770260117,2,6,1,1,5,5,5,1,5,2,5,5,4,70,0,60,15,60,4,3,7,4,1950,NA,2,1,0,0,72,2
231002,0.685324474,2,51,0,1,4,5,5,1,5,1,5,4,4,100,0,85,15,75,4,4,1,4,2000,NA,0,0,1,0,22,2
231019,0.365611096,1,47,0,2,4,5,5,1,4,1,5,3,4,70,0,75,40,65,2,3,6,5,1940,NA,0,0,1,0,55,5
231026,1.293765814,2,34,0,1,4,2,3,1,4,1,4,4,4,60,40,15,30,50,6,2,6,2,NA,NA,0,0,0,0,62,3
231033,0.656242375,2,11,0,1,4,3,3,2,4,1,3,4,4,85,0,0,15,100,5,2,6,5,1960,NA,2,0,0,0,38,5
231040,1.449474317,3,47,0,2,4,4,4,1,4,1,5,4,1,0,100,0,100,100,7,6,6,4,2000,NA,0,0,1,0,52,2
231057,1.735506026,4,20,1,1,5,5,5,1,5,1,5,5,4,60,30,30,15,60,2,3,6,7,1968,NA,4,0,1,0,45,4
231064,1.210754405,2,40,1,4,2,5,5,3,5,2,4,5,1,0,100,0,70,50,6,2,6,4,1980,NA,0,0,0,0,40,5
231071,1.201796198,1,40,0,5,3,5,5,5,2,5,4,1,1,0,100,0,100,60,7,1,7,1,1962,NA,0,0,1,0,68,2
231088,1.155588589,2,37,0,3,3,3,3,3,3,4,3,2,1,10,80,0,70,40,6,2,6,2,1980,NA,1,0,1,0,53,4
231095,1.392052046,1,24,0,1,5,5,5,1,5,1,5,5,4,100,0,85,0,70,2,3,7,7,1968,NA,0,1,0,0,63,3
231118,1.375945904,1,53,0,4,3,2,2,2,4,3,4,2,1,0,85,0,85,60,7,1,6,1,1950,NA,2,0,1,0,80,2
231149,0.337330335,4,39,1,1,5,5,5,1,5,1,5,5,4,100,0,100,50,85,NA,4,4,4,1983,NA,0,0,1,0,55,3
231194,0.686936362,2,47,1,3,1,2,4,3,3,4,4,2,1,0,85,10,60,70,7,7,7,1,2016,NA,0,0,1,0,71,5
231200,1.126596438,3,53,1,2,5,4,3,2,5,2,5,5,4,70,0,70,15,100,3,4,7,7,1980,NA,0,0,1,0,62,5
